satisfaction,evaluation,number_of_projects,average_montly_hours,time_spend_company,work_accident,churn,promotion,department,salary
0.17,0.84,five,216.0,4+,no,no,no,support,medium
0.95,0.49,four,269.0,4+,no,no,no,support,medium
1.0,0.73,three,205.0,2+,no,no,no,technical,medium
0.73,0.96,two,151.0,3+,no,no,no,technical,medium
0.8,0.64,four,246.0,3+,yes,no,no,technical,medium
0.63,0.8,four,256.0,4+,no,no,no,management,medium
0.95,0.59,four,235.0,3+,no,no,no,IT,medium
0.75,0.83,four,229.0,2+,no,no,no,IT,medium
0.64,0.72,five,158.0,3+,no,no,no,IT,medium
0.72,1.0,three,197.0,3+,no,no,no,IT,medium
0.72,0.53,three,151.0,4+,no,no,no,IT,medium
0.85,0.63,three,167.0,3+,no,no,no,product_mng,medium
0.24,0.94,four,146.0,4+,no,no,no,product_mng,medium
0.69,0.53,four,281.0,4+,no,no,no,product_mng,medium
0.69,0.7,three,212.0,2+,no,no,no,product_mng,medium
0.87,0.59,five,261.0,3+,no,no,no,IT,medium
0.78,0.91,three,238.0,2+,no,no,no,RandD,high
0.76,0.74,four,235.0,3+,no,no,no,RandD,high
0.35,0.7,three,107.0,3+,no,no,no,RandD,high
0.88,0.59,six,243.0,4+,no,no,no,RandD,high
0.78,0.79,five,233.0,3+,yes,no,no,RandD,high
0.36,0.42,three,206.0,5+,no,no,no,marketing,high
0.24,0.7,five,172.0,4+,no,no,no,sales,high
0.55,0.82,three,248.0,2+,no,no,no,accounting,high
0.91,0.53,three,147.0,4+,yes,no,no,support,high
0.66,0.61,five,259.0,3+,no,no,no,technical,high
0.57,0.82,three,267.0,3+,no,no,no,management,high
0.64,0.64,three,263.0,3+,no,no,no,marketing,high
0.63,0.98,three,160.0,4+,yes,no,no,marketing,low
0.49,0.92,five,176.0,3+,no,no,no,marketing,low
0.7,0.7,three,224.0,3+,no,no,no,sales,low
0.3,0.71,three,155.0,2+,no,no,no,sales,low
0.51,0.52,three,132.0,3+,no,no,no,sales,low
0.71,0.87,five,173.0,3+,no,no,no,sales,low
0.64,0.67,three,165.0,3+,no,no,no,sales,low
0.67,0.66,six,272.0,3+,no,no,no,sales,low
0.83,0.94,five,156.0,3+,yes,no,no,sales,low
0.92,0.96,three,154.0,2+,yes,no,no,sales,low
0.84,0.53,three,237.0,3+,yes,no,no,sales,low
0.97,0.75,two,271.0,6+,no,no,no,sales,low
0.19,0.91,six,152.0,3+,no,no,no,sales,low
0.86,0.51,four,152.0,3+,yes,no,no,sales,low
0.71,0.69,three,172.0,3+,no,no,no,sales,low
0.76,0.56,four,214.0,2+,yes,no,no,sales,medium
0.68,0.88,five,201.0,3+,no,no,no,sales,medium
0.61,0.99,two,275.0,3+,yes,no,no,sales,medium
0.85,0.79,three,156.0,3+,no,no,no,sales,medium
0.84,0.89,three,234.0,2+,no,no,no,sales,medium
0.62,0.63,two,123.0,2+,no,no,no,sales,medium
0.77,0.76,three,,4+,no,no,no,accounting,medium
0.79,0.93,five,160.0,4+,yes,no,no,accounting,medium
0.97,0.5,three,173.0,2+,no,no,no,accounting,medium
0.59,0.61,four,141.0,2+,yes,no,no,hr,medium
0.93,0.62,three,231.0,6+,no,no,no,hr,medium
0.85,0.54,four,174.0,2+,no,no,no,hr,medium
0.7,0.57,four,211.0,3+,no,no,no,hr,high
0.54,0.91,three,249.0,3+,no,no,no,technical,high
0.42,0.86,two,108.0,5+,no,no,no,technical,high
0.96,0.75,four,165.0,3+,no,no,no,technical,high
0.58,0.8,three,181.0,4+,no,no,no,technical,high
0.61,0.59,three,237.0,2+,no,no,no,technical,high
0.62,0.97,five,180.0,2+,no,no,no,technical,high
0.68,0.7,three,209.0,3+,no,no,no,technical,high
0.6,0.73,three,191.0,5+,yes,no,no,technical,low
0.7,0.91,four,181.0,2+,yes,no,no,technical,low
0.65,0.55,four,250.0,2+,no,no,no,technical,low
0.48,0.59,two,179.0,2+,no,no,no,technical,low
0.75,0.73,three,225.0,4+,no,no,no,support,low
0.69,0.78,five,267.0,2+,yes,no,no,support,low
0.34,0.46,two,169.0,2+,yes,no,no,support,low
0.59,0.49,four,164.0,3+,no,no,no,support,low
0.94,0.95,four,155.0,3+,no,no,no,support,medium
0.98,0.77,five,223.0,2+,yes,no,no,support,medium
0.72,0.66,three,160.0,3+,no,no,no,support,medium
0.79,0.7,four,268.0,2+,no,no,no,support,medium
0.54,0.61,four,151.0,4+,yes,no,no,support,medium
0.73,0.95,three,156.0,2+,no,no,no,support,medium
0.82,0.58,four,136.0,3+,no,no,no,support,medium
0.57,0.45,three,189.0,2+,no,no,no,technical,medium
0.98,0.93,five,203.0,2+,no,no,no,technical,medium
0.91,0.65,five,174.0,2+,no,no,no,technical,medium
0.72,0.91,three,239.0,2+,no,no,no,management,medium
0.48,0.73,five,152.0,6+,no,no,no,IT,medium
0.57,0.86,four,268.0,6+,no,no,no,IT,medium
0.86,0.96,four,146.0,3+,no,no,no,IT,medium
0.63,0.85,three,232.0,4+,no,no,no,IT,medium
0.81,0.52,three,255.0,5+,no,no,no,IT,medium
0.21,0.37,four,129.0,4+,no,no,no,product_mng,medium
0.9,0.66,three,261.0,3+,yes,no,no,product_mng,medium
0.79,0.78,three,101.0,2+,yes,no,no,product_mng,medium
0.95,0.49,four,229.0,3+,no,no,no,product_mng,medium
0.29,0.43,three,162.0,4+,no,no,no,IT,medium
0.81,0.52,four,270.0,3+,no,no,no,RandD,medium
0.21,0.56,six,277.0,5+,no,no,no,RandD,medium
0.7,0.83,five,261.0,4+,no,no,no,RandD,high
0.66,0.64,four,204.0,2+,no,no,no,RandD,low
0.16,0.86,two,215.0,2+,no,no,no,RandD,medium
0.72,0.8,three,219.0,3+,no,no,no,marketing,medium
0.51,0.5,three,147.0,4+,no,no,no,sales,medium
0.59,0.63,five,243.0,2+,no,no,no,accounting,medium
0.66,0.4,two,155.0,5+,yes,no,no,support,medium
0.69,0.84,three,253.0,2+,no,no,no,technical,medium
0.69,0.94,four,235.0,3+,no,no,no,management,medium
0.89,0.79,five,257.0,3+,no,no,no,marketing,medium
0.52,0.56,four,225.0,2+,no,no,no,marketing,medium
0.91,0.91,three,167.0,3+,no,no,no,marketing,medium
0.96,0.53,five,224.0,4+,no,no,no,sales,low
0.8,0.58,five,127.0,3+,no,no,no,sales,low
0.55,0.77,three,256.0,3+,yes,no,no,sales,low
0.93,0.63,four,233.0,2+,no,no,no,sales,low
0.93,0.86,four,169.0,4+,no,no,no,sales,low
0.54,0.48,three,152.0,2+,no,no,no,sales,low
0.48,0.76,five,236.0,2+,no,no,no,sales,low
0.19,0.99,three,154.0,2+,no,no,no,sales,high
0.95,0.71,three,223.0,2+,no,no,no,sales,low
0.96,0.81,four,211.0,3+,no,no,no,sales,high
0.63,0.89,four,192.0,2+,no,no,no,sales,high
0.81,0.8,four,227.0,2+,yes,no,no,sales,low
0.5,0.88,four,265.0,3+,yes,no,no,sales,low
0.76,,five,228.0,2+,no,no,no,sales,high
0.84,0.49,four,152.0,3+,no,no,no,sales,low
0.2,0.95,five,169.0,5+,no,no,no,sales,medium
0.78,0.92,three,169.0,3+,no,no,no,sales,high
0.8,0.68,four,157.0,3+,no,no,no,sales,medium
0.94,0.57,four,251.0,2+,yes,no,no,sales,medium
0.44,0.74,five,253.0,2+,no,no,no,accounting,medium
0.92,0.85,three,155.0,2+,no,no,no,accounting,medium
0.54,0.8,three,232.0,2+,no,no,no,accounting,high
0.56,0.56,four,195.0,2+,no,no,no,hr,medium
0.66,0.69,four,198.0,3+,yes,no,no,hr,medium
0.8,0.91,three,246.0,3+,no,no,no,hr,medium
0.6,0.81,two,214.0,3+,no,no,no,hr,high
0.73,0.73,five,249.0,3+,no,no,no,technical,medium
0.55,0.74,three,211.0,3+,yes,no,no,technical,high
0.7,0.71,five,269.0,3+,no,no,no,technical,low
0.53,0.68,four,214.0,3+,no,no,no,technical,medium
0.9,0.94,four,231.0,3+,no,no,no,technical,medium
0.8,0.78,three,175.0,3+,no,no,no,technical,medium
0.51,0.6,five,175.0,3+,no,no,no,technical,medium
0.86,0.96,five,238.0,5+,no,no,no,technical,low
0.63,0.79,four,228.0,4+,no,no,no,technical,low
0.83,0.93,three,220.0,4+,no,no,no,technical,low
0.85,0.55,four,233.0,2+,yes,no,no,technical,low
0.8,0.57,three,225.0,4+,no,no,no,support,low
0.79,0.97,five,187.0,3+,no,no,no,support,low
0.37,0.71,three,117.0,3+,no,no,no,support,low
0.85,0.9,three,184.0,3+,yes,no,no,support,low
0.76,0.56,three,216.0,3+,no,no,no,support,low
0.99,0.62,four,140.0,2+,yes,no,no,support,low
0.55,0.63,three,201.0,2+,yes,no,no,support,high
0.69,0.69,four,167.0,3+,yes,no,no,support,low
0.68,1.0,five,203.0,2+,no,no,no,support,low
0.69,0.9,five,231.0,2+,yes,no,no,support,low
0.65,0.7,three,141.0,4+,no,no,no,support,low
0.17,0.88,six,226.0,3+,yes,no,no,technical,high
0.48,0.65,three,199.0,2+,no,no,no,technical,low
0.65,0.59,four,192.0,3+,no,no,no,technical,low
0.57,0.49,four,247.0,2+,no,no,no,management,low
0.8,0.67,three,164.0,3+,no,no,no,IT,high
0.8,0.6,five,234.0,2+,no,no,no,IT,low
0.5,0.6,two,177.0,3+,yes,no,no,IT,medium
0.95,0.87,three,208.0,2+,no,no,no,IT,high
0.69,0.93,three,233.0,3+,no,no,no,IT,medium
0.74,0.57,four,172.0,3+,no,no,no,product_mng,high
0.68,0.59,three,141.0,3+,no,no,no,product_mng,medium
0.68,0.55,three,213.0,3+,no,no,no,product_mng,medium
0.65,0.37,five,128.0,3+,yes,no,no,product_mng,medium
0.85,0.92,four,151.0,3+,yes,no,no,IT,medium
0.49,0.48,four,247.0,3+,no,no,no,RandD,medium
0.19,0.8,six,143.0,4+,no,no,no,RandD,medium
0.95,0.61,three,164.0,3+,no,no,no,RandD,medium
0.63,0.62,three,183.0,3+,no,no,no,RandD,medium
0.83,0.8,four,274.0,3+,no,no,no,RandD,high
0.62,0.78,four,261.0,2+,no,no,no,marketing,low
0.74,0.98,five,200.0,3+,no,no,no,sales,medium
0.7,0.87,five,177.0,2+,no,no,no,accounting,medium
0.28,0.38,five,139.0,4+,no,no,no,support,medium
0.39,0.56,six,228.0,5+,no,no,no,technical,medium
0.62,0.63,three,230.0,2+,no,no,no,management,medium
0.79,0.54,five,212.0,4+,no,no,no,marketing,medium
0.87,0.74,four,265.0,4+,no,no,no,marketing,medium
0.29,0.75,three,124.0,4+,no,no,no,marketing,medium
0.37,0.88,four,155.0,3+,no,no,no,sales,medium
0.68,0.55,four,215.0,4+,no,no,no,sales,high
0.9,0.51,four,214.0,2+,no,no,no,sales,low
0.97,0.65,three,181.0,3+,no,no,no,sales,low
0.6,0.77,four,229.0,2+,no,no,no,sales,low
0.58,0.79,five,262.0,2+,no,no,no,sales,high
0.83,0.86,three,165.0,3+,no,no,no,sales,low
0.83,0.73,five,136.0,3+,no,no,no,sales,low
0.94,0.71,four,151.0,2+,yes,no,no,sales,low
0.69,0.9,five,226.0,4+,no,no,no,sales,high
0.81,0.81,five,215.0,2+,no,no,no,sales,low
0.19,0.5,six,143.0,5+,yes,no,no,sales,low
0.18,0.64,three,223.0,4+,yes,no,no,sales,low
0.58,0.63,four,271.0,3+,no,no,no,sales,low
0.76,0.65,three,220.0,3+,no,no,no,sales,low
0.26,0.47,six,182.0,4+,no,no,no,sales,low
0.78,0.87,three,190.0,3+,no,no,no,sales,low
0.71,0.56,three,198.0,3+,no,no,no,sales,medium
0.76,0.61,three,141.0,2+,no,no,no,sales,medium
0.44,0.81,three,248.0,2+,no,no,no,accounting,medium
0.26,0.69,two,168.0,5+,no,no,no,accounting,medium
0.75,0.57,five,162.0,3+,no,no,no,accounting,medium
0.64,0.9,four,211.0,3+,no,no,no,hr,medium
0.79,0.71,four,271.0,3+,no,no,no,hr,medium
0.96,0.61,three,271.0,2+,no,no,no,hr,medium
0.63,1.0,five,244.0,2+,no,no,no,hr,medium
0.65,0.55,five,261.0,3+,yes,no,no,technical,medium
0.76,0.81,three,225.0,3+,no,no,no,technical,medium
0.26,0.9,four,266.0,5+,no,no,no,technical,medium
0.84,0.73,three,146.0,5+,yes,no,no,technical,high
0.74,0.77,three,233.0,3+,no,no,no,technical,low
0.53,0.45,four,180.0,3+,no,no,no,technical,medium
0.7,0.56,five,208.0,3+,no,no,no,technical,medium
0.62,0.69,four,165.0,4+,yes,no,no,technical,medium
0.71,0.68,four,221.0,4+,no,no,no,technical,medium
0.5,0.65,three,215.0,2+,no,no,no,technical,low
0.53,0.5,six,264.0,6+,no,no,no,technical,low
0.88,0.89,two,160.0,4+,no,no,no,support,low
0.79,0.83,two,192.0,3+,no,no,no,support,low
0.69,0.89,five,201.0,2+,no,no,no,support,low
0.57,0.96,four,264.0,2+,no,no,no,support,low
0.68,0.8,four,186.0,3+,yes,no,no,support,low
0.6,0.82,four,272.0,3+,no,no,no,support,low
0.7,0.9,four,216.0,3+,no,no,no,support,low
0.71,0.76,four,142.0,2+,yes,no,no,support,low
0.49,0.51,four,133.0,3+,no,no,no,support,low
0.74,0.7,four,260.0,2+,no,no,no,support,low
0.2,0.93,four,101.0,5+,no,no,no,support,low
0.57,0.5,four,230.0,2+,no,no,no,technical,low
0.83,0.48,three,242.0,4+,no,no,no,technical,low
0.22,0.64,three,193.0,2+,no,no,no,technical,low
0.67,0.57,two,234.0,4+,no,no,no,management,low
0.54,0.84,three,132.0,3+,no,no,no,IT,low
0.54,0.53,four,183.0,3+,no,no,no,IT,low
0.64,0.61,four,191.0,4+,no,no,no,IT,low
0.23,0.84,five,140.0,4+,no,no,no,IT,low
0.88,0.87,five,257.0,3+,no,no,no,IT,medium
0.83,0.54,four,219.0,3+,no,no,no,product_mng,medium
0.88,0.67,five,141.0,2+,no,no,no,product_mng,medium
0.9,0.85,five,162.0,2+,no,no,no,product_mng,medium
0.49,0.61,three,181.0,3+,no,no,no,product_mng,medium
0.55,0.49,three,191.0,3+,no,no,no,IT,medium
0.92,0.69,four,149.0,6+,yes,no,no,RandD,medium
0.72,0.67,three,164.0,4+,no,no,no,RandD,medium
0.63,0.5,four,235.0,3+,no,no,no,RandD,medium
0.98,0.66,three,199.0,3+,no,no,no,RandD,medium
0.76,0.52,three,248.0,3+,no,no,no,RandD,medium
0.42,0.56,two,103.0,3+,yes,no,no,marketing,medium
0.58,0.65,four,248.0,4+,no,no,no,marketing,high
0.85,0.82,three,153.0,3+,yes,no,no,sales,low
0.67,0.95,four,241.0,4+,no,no,no,accounting,medium
0.58,1.0,four,258.0,3+,no,no,no,support,medium
0.84,0.76,five,172.0,5+,yes,no,no,technical,medium
0.56,0.68,three,149.0,2+,no,no,no,management,medium
0.63,0.83,four,217.0,3+,no,no,no,marketing,low
0.51,0.92,three,243.0,3+,no,no,no,marketing,low
0.95,0.81,five,120.0,3+,no,no,no,marketing,low
0.85,0.55,three,137.0,3+,yes,no,no,sales,low
0.73,0.78,five,150.0,3+,no,no,no,sales,low
0.2,0.49,five,199.0,5+,no,no,no,sales,low
0.78,0.79,three,203.0,2+,no,no,no,sales,low
0.83,0.8,three,273.0,3+,no,no,no,sales,low
0.87,0.56,two,214.0,3+,yes,no,no,sales,low
0.98,0.99,five,141.0,3+,no,no,no,sales,low
1.0,0.81,five,243.0,3+,no,no,no,sales,low
0.7,0.55,four,159.0,3+,no,no,no,sales,low
0.62,0.88,five,146.0,3+,no,no,no,sales,low
0.67,0.72,four,159.0,2+,no,no,no,sales,low
0.86,0.96,four,196.0,3+,no,no,no,sales,low
0.44,0.57,five,183.0,2+,yes,no,no,sales,low
0.19,0.86,four,192.0,4+,no,no,no,sales,low
0.76,0.83,four,246.0,2+,no,no,no,sales,low
0.89,0.93,five,191.0,4+,no,no,no,sales,low
0.25,0.97,three,158.0,3+,no,no,no,sales,low
0.68,1.0,four,167.0,2+,no,no,no,sales,low
0.38,0.5,two,187.0,2+,yes,no,no,sales,medium
0.64,0.95,four,199.0,4+,no,no,no,accounting,medium
0.76,0.62,four,157.0,3+,no,no,no,accounting,medium
0.26,0.45,two,157.0,3+,no,no,no,accounting,medium
0.69,0.67,three,178.0,2+,no,no,no,hr,medium
0.98,0.66,three,154.0,2+,no,no,no,hr,medium
0.86,0.83,five,208.0,2+,yes,no,no,hr,medium
0.14,0.68,four,273.0,5+,yes,no,no,hr,medium
0.58,0.63,four,159.0,3+,no,no,no,technical,medium
0.63,0.97,four,234.0,2+,no,no,no,technical,medium
0.7,0.91,five,139.0,3+,yes,no,no,technical,medium
0.73,0.62,four,210.0,4+,no,no,no,technical,medium
0.89,0.52,three,164.0,3+,no,no,no,technical,high
0.17,0.61,three,241.0,5+,yes,no,no,technical,low
0.86,0.73,five,259.0,2+,no,no,no,technical,medium
0.59,0.73,three,159.0,3+,yes,no,no,technical,medium
0.22,0.51,four,131.0,2+,no,no,no,technical,medium
0.55,0.57,three,266.0,2+,no,no,no,technical,medium
0.74,0.6,three,153.0,2+,no,no,no,technical,low
0.55,0.54,three,253.0,2+,no,no,no,support,low
0.67,0.94,four,141.0,2+,yes,no,no,support,low
0.64,0.8,three,199.0,3+,no,no,no,support,low
0.58,0.71,three,205.0,3+,no,no,no,support,low
0.9,0.6,four,252.0,3+,no,no,no,support,low
0.89,0.9,four,153.0,3+,no,no,no,support,low
0.74,0.37,two,171.0,4+,no,no,no,support,low
0.78,0.91,five,150.0,4+,no,no,no,support,low
0.97,0.53,four,247.0,3+,no,no,no,support,low
0.52,0.92,,150.0,2+,yes,no,no,support,low
0.99,0.86,four,206.0,2+,no,no,no,support,low
0.76,0.44,four,192.0,4+,yes,no,no,technical,low
0.69,0.96,five,164.0,3+,no,no,no,technical,low
0.59,0.69,three,186.0,3+,no,no,no,technical,low
0.95,0.63,three,249.0,3+,no,no,no,management,low
0.69,0.81,three,214.0,2+,no,no,no,IT,low
0.76,0.75,four,193.0,4+,no,no,no,IT,low
0.7,0.84,two,114.0,4+,no,no,no,IT,low
0.87,0.6,two,122.0,2+,no,no,no,IT,low
0.44,0.55,three,170.0,3+,yes,no,no,IT,low
0.54,0.91,three,151.0,3+,no,no,no,product_mng,medium
0.55,0.75,three,156.0,3+,no,no,no,product_mng,medium
0.81,0.75,five,170.0,3+,yes,no,no,product_mng,medium
0.5,0.55,three,188.0,2+,no,no,no,product_mng,medium
0.93,0.74,four,201.0,3+,yes,no,no,IT,medium
0.64,0.5,six,254.0,6+,no,no,no,RandD,medium
0.57,0.78,three,206.0,4+,no,no,no,RandD,medium
0.95,0.74,four,216.0,3+,no,no,no,RandD,medium
0.86,0.67,five,200.0,3+,no,no,no,RandD,medium
0.82,0.58,four,202.0,2+,no,no,no,RandD,medium
0.18,0.79,four,217.0,4+,no,no,no,RandD,medium
0.58,0.7,five,151.0,4+,no,no,no,marketing,medium
0.57,0.56,three,224.0,2+,no,no,no,sales,high
0.94,0.83,five,148.0,3+,no,no,no,accounting,low
0.2,0.97,six,224.0,5+,yes,no,no,support,medium
0.73,0.75,two,243.0,5+,yes,no,no,technical,medium
0.94,0.8,four,238.0,3+,yes,no,no,management,medium
0.99,0.61,three,254.0,3+,no,no,no,marketing,medium
0.22,0.49,four,218.0,4+,no,no,no,marketing,low
0.67,0.66,three,237.0,3+,no,no,no,marketing,low
0.49,0.67,four,185.0,2+,no,no,no,sales,low
0.78,0.95,four,184.0,3+,no,no,no,sales,low
0.15,0.74,two,176.0,3+,yes,no,no,sales,low
0.91,0.89,four,260.0,3+,no,no,no,sales,low
0.7,0.78,four,254.0,4+,no,no,no,sales,low
0.6,0.95,three,221.0,3+,no,no,no,sales,low
0.59,0.57,five,257.0,2+,no,no,no,sales,low
0.59,0.93,three,265.0,3+,yes,no,no,sales,low
0.55,0.64,three,138.0,3+,yes,no,no,sales,low
0.42,0.75,three,163.0,2+,yes,no,no,sales,low
0.57,0.81,three,144.0,3+,no,no,no,sales,low
0.72,0.51,three,146.0,2+,yes,no,no,sales,low
0.83,0.81,three,242.0,6+,no,no,no,sales,low
0.89,0.93,four,249.0,3+,no,no,no,sales,low
0.55,0.59,three,245.0,3+,no,no,no,sales,low
0.53,0.75,four,201.0,2+,no,no,no,sales,low
0.74,0.59,four,177.0,4+,yes,no,no,sales,medium
0.63,0.98,four,160.0,2+,no,no,no,sales,medium
0.63,0.4,six,177.0,2+,yes,no,no,sales,medium
0.61,0.97,four,153.0,3+,no,no,no,accounting,medium
0.76,0.79,three,197.0,5+,no,no,no,accounting,medium
0.67,0.82,four,246.0,4+,no,no,no,accounting,medium
0.51,0.95,four,258.0,3+,no,no,no,hr,medium
0.67,0.55,three,137.0,3+,no,no,no,hr,medium
0.16,0.94,three,178.0,4+,no,no,no,hr,medium
0.34,0.85,four,123.0,4+,no,no,no,hr,medium
0.58,0.73,five,162.0,3+,yes,no,no,technical,medium
0.5,0.71,five,210.0,5+,no,no,no,technical,medium
0.56,0.48,four,197.0,3+,yes,no,no,technical,high
0.56,0.98,three,220.0,3+,no,no,no,technical,low
0.74,0.71,four,133.0,2+,no,no,no,technical,medium
0.69,0.99,three,198.0,2+,no,no,no,technical,medium
0.15,0.81,four,160.0,5+,no,no,no,technical,medium
0.58,0.67,two,180.0,2+,no,no,no,technical,medium
0.8,0.79,three,217.0,3+,no,no,no,technical,low
0.5,0.57,three,223.0,3+,no,no,no,technical,low
0.66,0.92,four,229.0,2+,no,no,no,technical,low
0.81,0.78,four,159.0,3+,no,no,no,support,low
0.14,0.68,five,253.0,5+,no,no,no,support,low
0.92,0.85,three,235.0,2+,no,no,no,support,low
0.69,0.91,four,186.0,3+,no,no,no,support,low
0.66,0.99,four,263.0,2+,no,no,no,support,low
0.85,0.39,four,239.0,4+,no,no,no,support,low
0.83,0.69,four,151.0,2+,no,no,no,support,low
1.0,0.49,three,106.0,4+,no,no,no,support,low
0.68,0.65,three,183.0,4+,no,no,no,support,low
0.26,0.97,three,125.0,2+,no,no,no,support,low
0.35,0.41,three,157.0,2+,no,no,no,support,low
0.12,0.58,three,241.0,2+,no,no,no,technical,low
0.91,0.93,four,184.0,3+,no,no,no,technical,low
0.65,0.67,four,144.0,3+,no,no,no,technical,low
0.78,0.72,three,255.0,4+,yes,no,no,management,low
0.61,0.82,three,261.0,4+,no,no,no,IT,low
0.64,0.51,four,207.0,2+,no,no,no,IT,low
0.58,0.73,four,205.0,4+,no,no,no,IT,low
0.63,0.76,four,217.0,2+,yes,no,no,IT,medium
0.94,0.6,four,215.0,2+,yes,no,no,IT,medium
0.26,0.81,five,139.0,4+,no,no,no,product_mng,medium
0.59,0.69,three,146.0,3+,no,no,no,product_mng,medium
0.78,0.8,four,175.0,3+,no,no,no,product_mng,medium
0.86,0.64,five,188.0,3+,no,no,no,product_mng,medium
0.79,0.73,five,155.0,3+,no,no,no,IT,medium
0.89,0.73,four,171.0,4+,no,no,no,RandD,medium
0.34,0.99,four,184.0,3+,no,no,no,RandD,medium
0.29,0.77,three,164.0,6+,no,no,no,RandD,medium
0.71,0.89,three,244.0,4+,no,no,no,RandD,medium
0.93,0.58,four,222.0,2+,no,no,no,RandD,medium
0.94,0.76,four,231.0,3+,yes,no,no,RandD,high
0.91,0.72,three,213.0,3+,no,no,no,marketing,low
0.71,0.96,four,144.0,4+,no,no,no,sales,medium
0.67,0.81,three,221.0,4+,yes,no,no,accounting,medium
0.54,0.42,three,138.0,3+,yes,no,no,support,medium
0.89,0.58,three,183.0,4+,no,no,no,technical,medium
0.94,0.91,three,250.0,3+,yes,no,no,management,low
0.15,0.89,three,219.0,6+,no,no,no,marketing,low
0.45,0.92,six,164.0,4+,yes,no,no,marketing,low
0.92,0.67,four,161.0,4+,yes,no,no,marketing,low
0.63,0.56,four,274.0,5+,yes,no,no,sales,low
0.8,0.66,four,181.0,3+,yes,no,no,sales,low
0.45,0.72,three,148.0,2+,no,no,no,sales,low
0.72,0.54,three,226.0,2+,yes,no,no,sales,low
0.84,0.36,six,256.0,5+,no,no,no,sales,low
0.61,0.51,three,141.0,2+,no,no,no,sales,low
0.63,0.88,three,177.0,3+,no,no,no,sales,low
0.49,0.54,four,173.0,2+,no,no,no,sales,low
0.68,0.51,two,196.0,3+,no,no,no,sales,low
0.64,0.85,five,179.0,2+,no,no,no,sales,low
0.61,0.64,four,201.0,3+,no,no,no,sales,low
0.83,0.55,five,247.0,3+,no,no,no,sales,low
0.94,0.51,five,238.0,2+,no,no,no,sales,low
0.27,0.66,three,133.0,6+,no,no,no,sales,low
0.6,0.49,two,194.0,4+,no,no,no,sales,low
0.83,0.69,four,232.0,2+,no,no,no,sales,low
0.53,0.75,three,232.0,3+,no,no,no,sales,low
0.79,0.97,four,204.0,3+,no,no,no,sales,medium
0.96,0.49,four,252.0,3+,yes,no,no,sales,medium
0.5,0.56,three,164.0,3+,no,no,no,accounting,medium
0.68,0.81,five,266.0,2+,no,no,no,accounting,medium
0.24,0.54,four,226.0,4+,yes,no,no,accounting,medium
0.8,0.8,four,252.0,6+,no,no,no,hr,medium
0.62,0.74,four,155.0,3+,no,no,no,hr,medium
1.0,0.85,three,202.0,2+,no,no,no,hr,medium
0.64,0.75,three,214.0,3+,no,no,no,hr,medium
0.51,0.55,four,267.0,3+,no,no,no,technical,medium
0.74,0.5,four,265.0,3+,no,no,no,technical,medium
0.49,0.99,three,221.0,2+,yes,no,no,technical,medium
0.96,0.83,four,132.0,6+,no,no,no,technical,high
0.59,0.62,four,227.0,4+,yes,no,no,technical,low
0.84,0.57,four,234.0,3+,no,no,no,technical,medium
0.16,0.84,three,238.0,6+,no,no,no,technical,medium
0.62,0.75,three,149.0,2+,yes,no,no,technical,medium
0.79,0.67,four,152.0,3+,no,no,no,technical,medium
0.53,0.83,four,249.0,3+,yes,no,no,technical,low
0.17,0.48,six,270.0,5+,no,no,no,technical,low
0.57,0.76,three,200.0,2+,no,no,no,support,low
0.65,0.82,four,207.0,2+,no,no,no,support,low
0.69,0.74,four,266.0,2+,yes,no,no,support,low
0.3,0.8,six,250.0,3+,no,no,no,support,low
0.99,0.92,three,220.0,3+,no,no,no,support,low
0.5,0.69,four,177.0,2+,no,no,no,support,low
0.54,0.96,three,147.0,2+,no,no,no,support,medium
0.69,0.57,four,227.0,4+,no,no,no,support,medium
0.5,0.85,four,272.0,2+,no,no,no,support,medium
0.66,0.73,three,244.0,3+,no,no,no,support,medium
1.0,0.93,five,182.0,3+,yes,no,no,support,medium
0.15,0.61,three,146.0,6+,yes,no,no,technical,medium
0.31,0.54,five,259.0,5+,yes,no,no,technical,medium
0.65,0.49,four,184.0,4+,no,no,no,technical,medium
0.72,0.69,four,149.0,2+,no,no,no,management,medium
0.84,0.85,four,185.0,3+,yes,no,no,IT,medium
